"name","id","accuracy","power","pp","priority","target","type","description","damageclass","generation"
"infestation","611","100","20","20","0","selected-pokemon","bug","The target is infested and attacked for four to five
turns. The target can’t flee during this time.","special","generation-vi"
"power-up-punch","612","100","40","20","0","selected-pokemon","fighting","Striking opponents over and over makes the user’s
fists harder. Hitting a target raises the Attack stat.","physical","generation-vi"
"oblivion-wing","613","100","80","10","0","selected-pokemon","flying","The user absorbs its target’s HP. The user’s HP is
restored by over half of the damage taken by
the target.","special","generation-vi"
"thousand-arrows","614","100","90","10","0","all-opponents","ground","This move also hits opposing Pokémon that are in
the air. Those Pokémon are knocked down to
the ground.","physical","generation-vi"
"thousand-waves","615","100","90","10","0","all-opponents","ground","The user attacks with a wave that crawls along the
ground. Those hit can’t flee from battle.","physical","generation-vi"
"lands-wrath","616","100","90","10","0","all-opponents","ground","The user gathers the energy of the land and focuses
that power on opposing Pokémon to damage them.","physical","generation-vi"
"light-of-ruin","617","90","140","5","0","selected-pokemon","fairy","Drawing power from the Eternal Flower, the user
fires a powerful beam of light. This also damages the
user quite a lot.","special","generation-vi"
"origin-pulse","618","85","110","10","0","all-opponents","water","The user attacks opposing Pokémon with countless
beams of light that glow a deep and brilliant blue.","special","generation-vi"
"precipice-blades","619","85","120","10","0","all-opponents","ground","The user attacks opposing Pokémon by manifesting
the power of the land in fearsome blades of stone.","physical","generation-vi"
"dragon-ascent","620","100","120","5","0","selected-pokemon","flying","After soaring upward, the user attacks its target by
dropping out of the sky at high speeds. But it lowers
its own Defense and Sp. Def stats in the process.","physical","generation-vi"
"hyperspace-fury","621","","100","5","0","selected-pokemon","dark","Using its many arms, the user unleashes a barrage of
attacks that ignore the effects of moves like Protect
and Detect. This attack lowers the user’s Defense.","physical","generation-vi"
"breakneck-blitz--physical","622","","","1","0","selected-pokemon","normal","The user builds up its momentum using its Z-Power
and crashes into the target at full speed. The power
varies, depending on the original move.","physical","generation-vii"
"breakneck-blitz--special","623","","","1","0","selected-pokemon","normal","Dummy Data","special","generation-vii"
"all-out-pummeling--physical","624","","","1","0","selected-pokemon","fighting","The user rams an energy orb created by its Z-Power
into the target with full force. The power varies,
depending on the original move.","physical","generation-vii"
"all-out-pummeling--special","625","","","1","0","selected-pokemon","fighting","Dummy Data","special","generation-vii"
"supersonic-skystrike--physical","626","","","1","0","selected-pokemon","flying","The user soars up with its Z-Power and plummets
toward the target at full speed. The power varies,
depending on the original move.","physical","generation-vii"
"supersonic-skystrike--special","627","","","1","0","selected-pokemon","flying","Dummy Data","special","generation-vii"
"acid-downpour--physical","628","","","1","0","selected-pokemon","poison","The user creates a poisonous swamp using its
Z-Power and sinks the target into it at full force.
The power varies, depending on the original move.","physical","generation-vii"
"acid-downpour--special","629","","","1","0","selected-pokemon","poison","Dummy Data","special","generation-vii"
"tectonic-rage--physical","630","","","1","0","selected-pokemon","ground","The user burrows deep into the ground and slams
into the target with the full force of its Z-Power.
The power varies, depending on the original move.","physical","generation-vii"
"tectonic-rage--special","631","","","1","0","selected-pokemon","ground","Dummy Data","special","generation-vii"
"continental-crush--physical","632","","","1","0","selected-pokemon","rock","The user summons a huge rock mountain using its
Z-Power and drops it onto the target with full force.
The power varies, depending on the original move.","physical","generation-vii"
"continental-crush--special","633","","","1","0","selected-pokemon","rock","Dummy Data","special","generation-vii"
"savage-spin-out--physical","634","","","1","0","selected-pokemon","bug","The user binds the target with full force with
threads of silk that the user spits using its Z-Power.
The power varies, depending on the original move.","physical","generation-vii"
"savage-spin-out--special","635","","","1","0","selected-pokemon","bug","Dummy Data","special","generation-vii"
"never-ending-nightmare--physical","636","","","1","0","selected-pokemon","ghost","Deep-seated grudges summoned by the user’s
Z-Power trap the target. The power varies,
depending on the original move.","physical","generation-vii"
"never-ending-nightmare--special","637","","","1","0","selected-pokemon","ghost","Dummy Data","special","generation-vii"
"corkscrew-crash--physical","638","","","1","0","selected-pokemon","steel","The user spins very fast and rams into the target
with the full force of its Z-Power. The power varies,
depending on the original move.","physical","generation-vii"
"corkscrew-crash--special","639","","","1","0","selected-pokemon","steel","Dummy Data","special","generation-vii"
"inferno-overdrive--physical","640","","","1","0","selected-pokemon","fire","The user breathes a stream of intense fire toward
the target with the full force of its Z-Power.
The power varies depending on the original move.","physical","generation-vii"
"inferno-overdrive--special","641","","","1","0","selected-pokemon","fire","Dummy Data","special","generation-vii"
"hydro-vortex--physical","642","","","1","0","selected-pokemon","water","The user creates a huge whirling current using
its Z-Power to swallow the target with full force.
The power varies, depending on the original move.","physical","generation-vii"
"hydro-vortex--special","643","","","1","0","selected-pokemon","water","Dummy Data","special","generation-vii"
"bloom-doom--physical","644","","","1","0","selected-pokemon","grass","The user collects energy from plants using its
Z-Power and attacks the target with full force.
The power varies, depending on the original move.","physical","generation-vii"
"bloom-doom--special","645","","","1","0","selected-pokemon","grass","Dummy Data","special","generation-vii"
"gigavolt-havoc--physical","646","","","1","0","selected-pokemon","electric","The user hits the target with a powerful electric
current collected by its Z-Power. The power varies,
depending on the original move.","physical","generation-vii"
"gigavolt-havoc--special","647","","","1","0","selected-pokemon","electric","Dummy Data","special","generation-vii"
"shattered-psyche--physical","648","","","1","0","selected-pokemon","psychic","The user controls the target with its Z-Power and
hurts the target with full force. The power varies,
depending on the original move.","physical","generation-vii"
"shattered-psyche--special","649","","","1","0","selected-pokemon","psychic","Dummy Data","special","generation-vii"
"subzero-slammer--physical","650","","","1","0","selected-pokemon","ice","The user dramatically drops the temperature using
its Z-Power and freezes the target with full force.
The power varies, depending on the original move.","physical","generation-vii"
"subzero-slammer--special","651","","","1","0","selected-pokemon","ice","Dummy Data","special","generation-vii"
"devastating-drake--physical","652","","","1","0","selected-pokemon","dragon","The user materializes its aura using its Z-Power and
attacks the target with full force. The power varies,
depending on the original move.","physical","generation-vii"
"devastating-drake--special","653","","","1","0","selected-pokemon","dragon","Dummy Data","special","generation-vii"
"black-hole-eclipse--physical","654","","","1","0","selected-pokemon","dark","The user gathers dark energy using its Z-Power
and sucks the target into it. The power varies,
depending on the original move.","physical","generation-vii"
"black-hole-eclipse--special","655","","","1","0","selected-pokemon","dark","Dummy Data","special","generation-vii"
"twinkle-tackle--physical","656","","","1","0","selected-pokemon","fairy","The user creates a very charming space using its
Z-Power and totally toys with the target. The power
varies, depending on the original move.","physical","generation-vii"
"twinkle-tackle--special","657","","","1","0","selected-pokemon","fairy","Dummy Data","special","generation-vii"
"catastropika","658","","210","1","0","selected-pokemon","electric","The user, Pikachu, surrounds itself with the
maximum amount of electricity using its Z-Power
and pounces on its target with full force.","physical","generation-vii"
"shore-up","659","","","10","0","user","ground","The user regains up to half of its max HP. It restores
more HP in a sandstorm.","status","generation-vii"
"first-impression","660","100","90","10","2","selected-pokemon","bug","Although this move has great power, it only works
the first turn the user is in battle.","physical","generation-vii"
"baneful-bunker","661","","","10","4","user","poison","In addition to protecting the user from attacks, this
move also poisons any attacker that makes
direct contact.","status","generation-vii"
"spirit-shackle","662","100","80","10","0","selected-pokemon","ghost","The user attacks while simultaneously stitching the
target’s shadow to the ground to prevent the target
from escaping.","physical","generation-vii"
"darkest-lariat","663","100","85","10","0","selected-pokemon","dark","The user swings both arms and hits the target.
The target’s stat changes don’t affect this
attack’s damage.","physical","generation-vii"
"sparkling-aria","664","100","90","10","0","all-other-pokemon","water","The user bursts into song, emitting many bubbles.
Any Pokémon suffering from a burn will be healed
by the touch of these bubbles.","special","generation-vii"
"ice-hammer","665","90","100","10","0","selected-pokemon","ice","The user swings and hits with its strong, heavy fist.
It lowers the user’s Speed, however.","physical","generation-vii"
"floral-healing","666","","","10","0","selected-pokemon","fairy","The user restores the target’s HP by up to half of its
max HP. It restores more HP when the terrain
is grass.","status","generation-vii"
"high-horsepower","667","95","95","10","0","selected-pokemon","ground","The user fiercely attacks the target using its
entire body.","physical","generation-vii"
"strength-sap","668","100","","10","0","selected-pokemon","grass","The user restores its HP by the same amount as the
target’s Attack stat. It also lowers the target’s
Attack stat.","status","generation-vii"
"solar-blade","669","100","125","10","0","selected-pokemon","grass","In this two-turn attack, the user gathers light and
fills a blade with the light’s energy, attacking the
target on the next turn.","physical","generation-vii"
"leafage","670","100","40","40","0","selected-pokemon","grass","The user attacks by pelting the target with leaves.","physical","generation-vii"
"spotlight","671","","","15","3","selected-pokemon","normal","The user shines a spotlight on the target so that
only the target will be attacked during the turn.","status","generation-vii"
"toxic-thread","672","100","","20","0","selected-pokemon","poison","The user shoots poisonous threads to poison the
target and lower the target’s Speed stat.","status","generation-vii"
"laser-focus","673","","","30","0","user","normal","The user concentrates intensely. The attack on the
next turn always results in a critical hit.","status","generation-vii"
"gear-up","674","","","20","0","user-and-allies","steel","The user engages its gears to raise the Attack and
Sp. Atk stats of ally Pokémon with the Plus or
Minus Ability.","status","generation-vii"
"throat-chop","675","100","80","15","0","selected-pokemon","dark","The user attacks the target’s throat, and the
resultant suffering prevents the target from using
moves that emit sound for two turns.","physical","generation-vii"
"pollen-puff","676","100","90","15","0","selected-pokemon","bug","The user attacks the enemy with a pollen puff that
explodes. If the target is an ally, it gives the ally a
pollen puff that restores its HP instead.","special","generation-vii"
"anchor-shot","677","100","80","20","0","selected-pokemon","steel","The user entangles the target with its anchor chain
while attacking. The target becomes unable to flee.","physical","generation-vii"
"psychic-terrain","678","","","10","0","entire-field","psychic","This protects Pokémon on the ground from priority
moves and powers up Psychic-type moves for
five turns.","status","generation-vii"
"lunge","679","100","80","15","0","selected-pokemon","bug","The user makes a lunge at the target, attacking with
full force. This also lowers the target’s Attack stat.","physical","generation-vii"
"fire-lash","680","100","80","15","0","selected-pokemon","fire","The user strikes the target with a burning lash. This
also lowers the target’s Defense stat.","physical","generation-vii"
"power-trip","681","100","20","10","0","selected-pokemon","dark","The user boasts its strength and attacks the target.
The more the user’s stats are raised, the greater the
move’s power.","physical","generation-vii"
"burn-up","682","100","130","5","0","selected-pokemon","fire","To inflict massive damage, the user burns itself out.
After using this move, the user will no longer be
Fire type.","special","generation-vii"
"speed-swap","683","","","10","0","selected-pokemon","psychic","The user exchanges Speed stats with the target.","status","generation-vii"
"smart-strike","684","","70","10","0","selected-pokemon","steel","The user stabs the target with a sharp horn. This
attack never misses.","physical","generation-vii"
"purify","685","","","20","0","selected-pokemon","poison","The user heals the target’s status condition. If the
move succeeds, it also restores the user’s own HP.","status","generation-vii"
"revelation-dance","686","100","90","15","0","selected-pokemon","normal","The user attacks the target by dancing very hard.
The user’s type determines the type of this move.","special","generation-vii"
"core-enforcer","687","100","100","10","0","all-opponents","dragon","If the Pokémon the user has inflicted damage on
have already used their moves, this move eliminates
the effect of the target’s Ability.","special","generation-vii"
"trop-kick","688","100","70","15","0","selected-pokemon","grass","The user lands an intense kick of tropical origins on
the target. This also lowers the target’s Attack stat.","physical","generation-vii"
"instruct","689","","","15","0","selected-pokemon","psychic","The user instructs the target to use the target’s last
move again.","status","generation-vii"
"beak-blast","690","100","100","15","-3","selected-pokemon","flying","The user first heats up its beak, and then it attacks
the target. Making direct contact with the Pokémon
while it’s heating up its beak results in a burn.","physical","generation-vii"
"clanging-scales","691","100","110","5","0","all-opponents","dragon","The user rubs the scales on its entire body and
makes a huge noise to attack the opposing Pokémon.
The user’s Defense stat goes down after the attack.","special","generation-vii"
"dragon-hammer","692","100","90","15","0","selected-pokemon","dragon","The user uses its body like a hammer to attack the
target and inflict damage.","physical","generation-vii"
"brutal-swing","693","100","60","20","0","all-other-pokemon","dark","The user swings its body around violently to inflict
damage on everything in its vicinity.","physical","generation-vii"
"aurora-veil","694","","","20","0","users-field","ice","This move reduces damage from physical and
special moves for five turns. This can be used only
in a hailstorm.","status","generation-vii"
"sinister-arrow-raid","695","","180","1","0","selected-pokemon","ghost","The user, Decidueye, creates countless arrows
using its Z-Power and shoots the target with
full force.","physical","generation-vii"
"malicious-moonsault","696","","180","1","0","selected-pokemon","dark","The user, Incineroar, strengthens its body using
its Z-Power and crashes into the target with
full force.","physical","generation-vii"
"oceanic-operetta","697","","195","1","0","selected-pokemon","water","The user, Primarina, summons a massive amount of 
water using its Z-Power and attacks the target with 
full force.","special","generation-vii"
"guardian-of-alola","698","","","1","0","selected-pokemon","fairy","The user, the Land Spirit Pokémon, obtains Alola’s
energy using its Z-Power and attacks the target with
full force. This reduces the target’s HP greatly.","special","generation-vii"
"soul-stealing-7-star-strike","699","","195","1","0","selected-pokemon","ghost","After obtaining Z-Power, the user, Marshadow,
punches and kicks the target consecutively
with full force.","physical","generation-vii"
"stoked-sparksurfer","700","","175","1","0","selected-pokemon","electric","After obtaining Z-Power, the user, Alolan Raichu,
attacks the target with full force. This move leaves
the target with paralysis.","special","generation-vii"
"pulverizing-pancake","701","","210","1","0","selected-pokemon","normal","Z-Power brings out the true capabilities of the user,
Snorlax. The Pokémon moves its enormous body
energetically and attacks the target with full force.","physical","generation-vii"
"extreme-evoboost","702","","","1","0","user","normal","After obtaining Z-Power, the user, Eevee, gets
energy from its evolved friends and boosts its
stats sharply.","status","generation-vii"
"genesis-supernova","703","","185","1","0","selected-pokemon","psychic","After obtaining Z-Power, the user, Mew, attacks
the target with full force. The terrain will be charged
with psychic energy.","special","generation-vii"
"shell-trap","704","100","150","5","-3","all-opponents","fire","The user sets a shell trap. If the user is hit by a
physical move, the trap will explode and inflict
damage on the opposing Pokémon.","special","generation-vii"
"fleur-cannon","705","90","130","5","0","selected-pokemon","fairy","The user unleashes a strong beam. The attack’s
recoil harshly lowers the user’s Sp. Atk stat.","special","generation-vii"
"psychic-fangs","706","100","85","10","0","selected-pokemon","psychic","The user bites the target with its psychic
capabilities. This can also destroy Light Screen
and Reflect.","physical","generation-vii"
"stomping-tantrum","707","100","75","10","0","selected-pokemon","ground","Driven by frustration, the user attacks the target. If
the user’s previous move has failed, the power of
this move doubles.","physical","generation-vii"
"shadow-bone","708","100","85","10","0","selected-pokemon","ghost","The user attacks by beating the target with a
bone that contains a spirit. This may also lower
the target’s Defense stat.","physical","generation-vii"
"accelerock","709","100","40","20","1","selected-pokemon","rock","The user smashes into the target at high speed.
This move always goes first.","physical","generation-vii"
"liquidation","710","100","85","10","0","selected-pokemon","water","The user slams into the target using a full-force
blast of water. This may also lower the target’s
Defense stat.","physical","generation-vii"
"prismatic-laser","711","100","160","10","0","selected-pokemon","psychic","The user shoots powerful lasers using the power of
a prism. The user can’t move on the next turn.","special","generation-vii"
"spectral-thief","712","100","90","10","0","selected-pokemon","ghost","The user hides in the target’s shadow, steals
the target’s stat boosts, and then attacks.","physical","generation-vii"
"sunsteel-strike","713","100","100","5","0","selected-pokemon","steel","The user slams into the target with the force of a
meteor. This move can be used on the target 
regardless of its Abilities.","physical","generation-vii"
"moongeist-beam","714","100","100","5","0","selected-pokemon","ghost","The user emits a sinister ray to attack the target.
This move can be used on the target regardless of 
its Abilities.","special","generation-vii"
"tearful-look","715","","","20","0","selected-pokemon","normal","The user gets teary eyed to make the target lose
its combative spirit. This lowers the target’s
Attack and Sp. Atk stats.","status","generation-vii"
"zing-zap","716","100","80","10","0","selected-pokemon","electric","A strong electric blast crashes down on the target,
giving it an electric shock. This may also make the
target flinch.","physical","generation-vii"
"natures-madness","717","90","","10","0","selected-pokemon","fairy","The user hits the target with the force of nature.
It halves the target’s HP.","special","generation-vii"
"multi-attack","718","100","90","10","0","selected-pokemon","normal","Cloaking itself in high energy, the user slams into the
target. The memory held determines the move’s type.","physical","generation-vii"
"10-000-000-volt-thunderbolt","719","","195","1","0","selected-pokemon","electric","The user, Pikachu wearing a cap, powers up a jolt of
electricity using its Z-Power and unleashes it.
Critical hits land more easily.","special","generation-vii"
"mind-blown","720","100","150","5","0","all-other-pokemon","fire","The user attacks everything around it by causing its
own head to explode. This also damages the user.","special","generation-vii"
"plasma-fists","721","100","100","15","0","selected-pokemon","electric","The user attacks with electrically charged fists.
This move changes Normal-type moves to
Electric-type moves.","physical","generation-vii"
"photon-geyser","722","100","100","5","0","selected-pokemon","psychic","The user attacks a target with a pillar of light. This
move inflicts Attack or Sp. Atk damage—whichever
stat is higher for the user.","special","generation-vii"
"light-that-burns-the-sky","723","","200","1","0","selected-pokemon","psychic","This attack inflicts Attack or Sp. Atk damage—
whichever stat is higher for the user, Necrozma. 
This move ignores the target’s Ability.","special","generation-vii"
"searing-sunraze-smash","724","","200","1","0","selected-pokemon","steel","After obtaining Z-Power, the user, Solgaleo,
attacks the target with full force. This move can
ignore the effect of the target’s Ability.","physical","generation-vii"
"menacing-moonraze-maelstrom","725","","200","1","0","selected-pokemon","ghost","After obtaining Z-Power, the user, Lunala,
attacks the target with full force. This move can
ignore the effect of the target’s Ability.","special","generation-vii"
"lets-snuggle-forever","726","","190","1","0","selected-pokemon","fairy","After obtaining Z-Power, the user, Mimikyu,
punches the target with full force.","physical","generation-vii"
"splintered-stormshards","727","","190","1","0","selected-pokemon","rock","After obtaining Z-Power, the user, Lycanroc,
attacks the target with full force. This move negates
the effect on the battlefield.","physical","generation-vii"
"clangorous-soulblaze","728","","185","1","0","all-opponents","dragon","After obtaining Z-Power, the user, Kommo-o,
attacks the opposing Pokémon with full force. This
move boosts the user’s stats.","special","generation-vii"
"zippy-zap","729","100","50","15","2","selected-pokemon","electric","NULL","physical","generation-vii"
"splishy-splash","730","100","90","15","0","all-opponents","water","NULL","special","generation-vii"
"floaty-fall","731","95","90","15","0","selected-pokemon","flying","NULL","physical","generation-vii"
"pika-papow","732","","","20","0","selected-pokemon","electric","NULL","special","generation-vii"
"bouncy-bubble","733","100","90","15","0","all-opponents","water","NULL","special","generation-vii"
"buzzy-buzz","734","100","90","15","0","selected-pokemon","electric","NULL","special","generation-vii"
"sizzly-slide","735","100","90","15","0","selected-pokemon","fire","NULL","physical","generation-vii"
"glitzy-glow","736","100","90","15","0","selected-pokemon","psychic","NULL","special","generation-vii"
"baddy-bad","737","100","90","15","0","selected-pokemon","dark","NULL","special","generation-vii"
"sappy-seed","738","100","90","15","0","selected-pokemon","grass","NULL","physical","generation-vii"
"freezy-frost","739","100","90","15","0","selected-pokemon","ice","NULL","special","generation-vii"
"sparkly-swirl","740","100","90","15","0","selected-pokemon","fairy","NULL","special","generation-vii"
"veevee-volley","741","","","20","0","selected-pokemon","normal","NULL","physical","generation-vii"
"double-iron-bash","742","100","60","5","0","selected-pokemon","steel","NULL","physical","generation-vii"
"max-guard","743","","","","4","user","normal","NULL","status","generation-viii"
"dynamax-cannon","744","100","100","5","0","selected-pokemon","dragon","NULL","special","generation-viii"
"snipe-shot","745","100","80","15","0","selected-pokemon","water","NULL","special","generation-viii"
"jaw-lock","746","100","80","10","0","selected-pokemon","dark","NULL","physical","generation-viii"
"stuff-cheeks","747","","","10","0","user","normal","NULL","status","generation-viii"
"no-retreat","748","","","5","0","user","fighting","NULL","status","generation-viii"
"tar-shot","749","100","","15","0","selected-pokemon","rock","NULL","status","generation-viii"
"magic-powder","750","100","","20","0","selected-pokemon","psychic","NULL","status","generation-viii"
"dragon-darts","751","100","50","10","0","selected-pokemon","dragon","NULL","physical","generation-viii"
"teatime","752","","","10","0","all-pokemon","normal","NULL","status","generation-viii"
"octolock","753","100","","15","0","selected-pokemon","fighting","NULL","status","generation-viii"
"bolt-beak","754","100","85","10","0","selected-pokemon","electric","NULL","physical","generation-viii"
"fishious-rend","755","100","85","10","0","selected-pokemon","water","NULL","physical","generation-viii"
"court-change","756","100","","10","0","all-pokemon","normal","NULL","status","generation-viii"
"max-flare","757","","","","0","selected-pokemon-me-first","fire","NULL","NULL","generation-viii"
"max-flutterby","758","","","","0","selected-pokemon-me-first","bug","NULL","NULL","generation-viii"
"max-lightning","759","","","","0","selected-pokemon-me-first","electric","NULL","NULL","generation-viii"
"max-strike","760","","","","0","selected-pokemon-me-first","normal","NULL","NULL","generation-viii"
"max-knuckle","761","","","","0","selected-pokemon-me-first","fighting","NULL","NULL","generation-viii"
"max-phantasm","762","","","","0","selected-pokemon-me-first","ghost","NULL","NULL","generation-viii"
"max-hailstorm","763","","","","0","selected-pokemon-me-first","ice","NULL","NULL","generation-viii"
"max-ooze","764","","","","0","selected-pokemon-me-first","poison","NULL","NULL","generation-viii"
"max-geyser","765","","","","0","selected-pokemon-me-first","water","NULL","NULL","generation-viii"
"max-airstream","766","","","","0","selected-pokemon-me-first","flying","NULL","NULL","generation-viii"
"max-starfall","767","","","","0","selected-pokemon-me-first","fairy","NULL","NULL","generation-viii"
"max-wyrmwind","768","","","","0","selected-pokemon-me-first","dragon","NULL","NULL","generation-viii"
"max-mindstorm","769","","","","0","selected-pokemon-me-first","psychic","NULL","NULL","generation-viii"
"max-rockfall","770","","","","0","selected-pokemon-me-first","rock","NULL","NULL","generation-viii"
"max-quake","771","","","","0","selected-pokemon-me-first","ground","NULL","NULL","generation-viii"
"max-darkness","772","","","","0","selected-pokemon-me-first","dark","NULL","NULL","generation-viii"
"max-overgrowth","773","","","","0","selected-pokemon-me-first","grass","NULL","NULL","generation-viii"
"max-steelspike","774","","","","0","selected-pokemon-me-first","steel","NULL","NULL","generation-viii"
"clangorous-soul","775","100","","5","0","user","dragon","NULL","status","generation-viii"
"body-press","776","100","80","10","0","selected-pokemon","fighting","NULL","physical","generation-viii"
"decorate","777","","","15","0","selected-pokemon","fairy","NULL","status","generation-viii"
"drum-beating","778","100","80","10","0","selected-pokemon","grass","NULL","physical","generation-viii"
"snap-trap","779","100","35","15","0","selected-pokemon","grass","NULL","physical","generation-viii"
"pyro-ball","780","90","120","5","0","selected-pokemon","fire","NULL","physical","generation-viii"
"behemoth-blade","781","100","100","5","0","selected-pokemon","steel","NULL","physical","generation-viii"
"behemoth-bash","782","100","100","5","0","selected-pokemon","steel","NULL","physical","generation-viii"
"aura-wheel","783","100","110","10","0","selected-pokemon","electric","NULL","physical","generation-viii"
"breaking-swipe","784","100","60","15","0","all-opponents","dragon","NULL","physical","generation-viii"
"overdrive","786","100","80","10","0","all-opponents","electric","NULL","special","generation-viii"
"apple-acid","787","100","80","10","0","selected-pokemon","grass","NULL","special","generation-viii"
"grav-apple","788","100","80","10","0","selected-pokemon","grass","NULL","physical","generation-viii"
"spirit-break","789","100","75","15","0","selected-pokemon","fairy","NULL","physical","generation-viii"
"strange-steam","790","95","90","10","0","selected-pokemon","fairy","NULL","special","generation-viii"
"life-dew","791","","","10","0","users-field","water","NULL","status","generation-viii"
"obstruct","792","100","","10","4","user","dark","NULL","status","generation-viii"
"false-surrender","793","","80","10","0","selected-pokemon","dark","NULL","physical","generation-viii"
"meteor-assault","794","100","150","5","0","selected-pokemon","fighting","NULL","physical","generation-viii"
"eternabeam","795","90","160","5","0","selected-pokemon","dragon","NULL","special","generation-viii"
"steel-beam","796","95","140","5","0","selected-pokemon","steel","NULL","special","generation-viii"
"shadow-rush","10001","100","55","","0","selected-pokemon","shadow","NULL","physical","generation-iii"
"shadow-blast","10002","100","80","","0","selected-pokemon","shadow","NULL","physical","generation-iii"
"shadow-blitz","10003","100","40","","0","selected-pokemon","shadow","NULL","physical","generation-iii"
"shadow-bolt","10004","100","75","","0","selected-pokemon","shadow","NULL","special","generation-iii"
"shadow-break","10005","100","75","","0","selected-pokemon","shadow","NULL","physical","generation-iii"
"shadow-chill","10006","100","75","","0","selected-pokemon","shadow","NULL","special","generation-iii"
"shadow-end","10007","60","120","","0","selected-pokemon","shadow","NULL","physical","generation-iii"
"shadow-fire","10008","100","75","","0","selected-pokemon","shadow","NULL","special","generation-iii"
"shadow-rave","10009","100","70","","0","opponents-field","shadow","NULL","special","generation-iii"
"shadow-storm","10010","100","95","","0","opponents-field","shadow","NULL","special","generation-iii"
"shadow-wave","10011","100","50","","0","opponents-field","shadow","NULL","special","generation-iii"
"shadow-down","10012","100","","","0","opponents-field","shadow","NULL","status","generation-iii"
"shadow-half","10013","100","","","0","entire-field","shadow","NULL","special","generation-iii"
"shadow-hold","10014","","","","0","opponents-field","shadow","NULL","status","generation-iii"
"shadow-mist","10015","100","","","0","opponents-field","shadow","NULL","status","generation-iii"
"shadow-panic","10016","90","","","0","opponents-field","shadow","NULL","status","generation-iii"
"shadow-shed","10017","","","","0","entire-field","shadow","NULL","status","generation-iii"
"shadow-sky","10018","","","","0","entire-field","shadow","NULL","status","generation-iii"
