"name","number","description","height","weight","types","abilities","evolution","legendary","mythical","baby","capture","habitat","generation","sprite","shiny"
"silicobra","843","It spews sand from its nostrils. While the enemy
is blinded, it burrows into the ground to hide.","22","76","ground","","zeraora","False","False","False","255","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/silicobra.gif","https://projectpokemon.org/images/shiny-sprite/silicobra.gif"
"sandaconda","844","Sand swirls around its body with such speed and
power that it could pulverize a skyscraper.","38","655","ground","","zeraora","False","False","False","120","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/sandaconda.gif","https://projectpokemon.org/images/shiny-sprite/sandaconda.gif"
"cramorant","845","This hungry Pokémon swallows Arrokuda whole.
Occasionally, it makes a mistake and tries to
swallow a Pokémon other than its preferred prey.","8","180","flying|water","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/cramorant.gif","https://projectpokemon.org/images/shiny-sprite/cramorant.gif"
"arrokuda","846","After it’s eaten its fill, its movements become
extremely sluggish. That’s when Cramorant
swallows it up.","5","10","water","","zeraora","False","False","False","255","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/arrokuda.gif","https://projectpokemon.org/images/shiny-sprite/arrokuda.gif"
"barraskewda","847","It spins its tail fins to propel itself, surging
forward at speeds of over 100 knots before
ramming prey and spearing into them.","13","300","water","","zeraora","False","False","False","60","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/barraskewda.gif","https://projectpokemon.org/images/shiny-sprite/barraskewda.gif"
"toxel","848","It manipulates the chemical makeup of its poison
to produce electricity. The voltage is weak, but it
can cause a tingling paralysis.","4","110","electric|poison","","zeraora","False","False","False","75","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/toxel.gif","https://projectpokemon.org/images/shiny-sprite/toxel.gif"
"toxtricity","849","This short-tempered and aggressive Pokémon
chugs stagnant water to absorb any toxins it
might contain.","16","400","electric|poison","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/toxtricity.gif","https://projectpokemon.org/images/shiny-sprite/toxtricity.gif"
"sizzlipede","850","It wraps prey up with its heated body, cooking
them in its coils. Once they’re well-done, it will
voraciously nibble them down to the last morsel.","7","10","fire|bug","","zeraora","False","False","False","190","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/sizzlipede.gif","https://projectpokemon.org/images/shiny-sprite/sizzlipede.gif"
"centiskorch","851","While its burning body is already dangerous on
its own, this excessively hostile Pokémon also has
large and very sharp fangs.","30","1200","fire|bug","","zeraora","False","False","False","75","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/centiskorch.gif","https://projectpokemon.org/images/shiny-sprite/centiskorch.gif"
"clobbopus","852","Its tentacles tear off easily, but it isn’t alarmed
when that happens—it knows they’ll grow back.
It’s about as smart as a three-year-old.","6","40","fighting","","zeraora","False","False","False","180","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/clobbopus.gif","https://projectpokemon.org/images/shiny-sprite/clobbopus.gif"
"grapploct","853","Searching for an opponent to test its skills
against, it emerges onto land. Once the battle
is over, it returns to the sea.","16","390","fighting","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/grapploct.gif","https://projectpokemon.org/images/shiny-sprite/grapploct.gif"
"sinistea","854","The teacup in which this Pokémon makes its
home is a famous piece of antique tableware.
Many forgeries are in circulation.","1","2","ghost","","zeraora","False","False","False","120","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/sinistea.gif","https://projectpokemon.org/images/shiny-sprite/sinistea.gif"
"polteageist","855","When angered, it launches tea from its body
at the offender’s mouth. The tea causes
strong chills if swallowed.","2","4","ghost","","zeraora","False","False","False","60","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/polteageist.gif","https://projectpokemon.org/images/shiny-sprite/polteageist.gif"
"hatenna","856","If this Pokémon senses a strong emotion, it
will run away as fast as it can. It prefers areas
without people.","4","34","psychic","","zeraora","False","False","False","235","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/hatenna.gif","https://projectpokemon.org/images/shiny-sprite/hatenna.gif"
"hattrem","857","Using the braids on its head, it pummels foes to
get them to quiet down. One blow from those
braids would knock out a professional boxer.","6","48","psychic","","zeraora","False","False","False","120","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/hattrem.gif","https://projectpokemon.org/images/shiny-sprite/hattrem.gif"
"hatterene","858","If you’re too loud around it, you risk being torn
apart by the claws on its tentacle. This Pokémon
is also known as the Forest Witch.","21","51","psychic|fairy","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/hatterene.gif","https://projectpokemon.org/images/shiny-sprite/hatterene.gif"
"impidimp","859","It sneaks into people’s homes, stealing things
and feasting on the negative energy of the
frustrated occupants.","4","55","dark|fairy","","zeraora","False","False","False","255","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/impidimp.gif","https://projectpokemon.org/images/shiny-sprite/impidimp.gif"
"morgrem","860","With sly cunning, it tries to lure people into the
woods. Some believe it to have the power to
make crops grow.","8","125","dark|fairy","","zeraora","False","False","False","120","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/morgrem.gif","https://projectpokemon.org/images/shiny-sprite/morgrem.gif"
"grimmsnarl","861","Its hairs work like muscle fibers. When its hairs
unfurl, they latch on to opponents, ensnaring
them as tentacles would.","15","610","dark|fairy","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/grimmsnarl.gif","https://projectpokemon.org/images/shiny-sprite/grimmsnarl.gif"
"obstagoon","862","It evolved after experiencing numerous fights.
While crossing its arms, it lets out a shout that
would make any opponent flinch.","16","460","dark|normal","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/obstagoon.gif","https://projectpokemon.org/images/shiny-sprite/obstagoon.gif"
"perrserker","863","After many battles, it evolved dangerous
claws that come together to form daggers
when extended.","8","280","steel","","zeraora","False","False","False","90","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/perrserker.gif","https://projectpokemon.org/images/shiny-sprite/perrserker.gif"
"cursola","864","Be cautious of the ectoplasmic body
surrounding its soul. You’ll become
stiff as stone if you touch it.","10","4","ghost","","zeraora","False","False","False","30","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/cursola.gif","https://projectpokemon.org/images/shiny-sprite/cursola.gif"
"sirfetch","865","After deflecting attacks with its hard leaf shield,
it strikes back with its sharp leek stalk. The leek
stalk is both weapon and food.","8","1170","fighting","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/sirfetch.gif","https://projectpokemon.org/images/shiny-sprite/sirfetch.gif"
"mr","866","Its amusing movements make it very popular.
It releases its psychic power from the pattern
on its belly.","15","582","ice|psychic","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/mr.gif","https://projectpokemon.org/images/shiny-sprite/mr.gif"
"runerigus","867","Never touch its shadowlike body, or you’ll be
shown the horrific memories behind the picture
carved into it.","16","666","ground|ghost","","zeraora","False","False","False","90","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/runerigus.gif","https://projectpokemon.org/images/shiny-sprite/runerigus.gif"
"milcery","868","This Pokémon was born from sweet-smelling
particles in the air. Its body is made of cream.","2","3","fairy","","zeraora","False","False","False","200","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/milcery.gif","https://projectpokemon.org/images/shiny-sprite/milcery.gif"
"alcremie","869","When Alcremie is content, the cream it
secretes from its hands becomes sweeter
and richer.","3","5","fairy","","zeraora","False","False","False","100","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/alcremie.gif","https://projectpokemon.org/images/shiny-sprite/alcremie.gif"
"falinks","870","The six of them work together as one Pokémon.
Teamwork is also their battle strategy, and they
constantly change their formation as they fight.","30","620","fighting","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/falinks.gif","https://projectpokemon.org/images/shiny-sprite/falinks.gif"
"pincurchin","871","It stores electricity in each spine. Even if one gets
broken off, it still continues to emit electricity for
at least three hours.","3","10","electric","","zeraora","False","False","False","75","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/pincurchin.gif","https://projectpokemon.org/images/shiny-sprite/pincurchin.gif"
"snom","872","It eats snow that piles up on the ground.
The more snow it eats, the bigger and more
impressive the spikes on its back grow.","3","38","ice|bug","","zeraora","False","False","False","190","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/snom.gif","https://projectpokemon.org/images/shiny-sprite/snom.gif"
"frosmoth","873","It shows no mercy to any who desecrate fields
and mountains. It will fly around on its icy wings,
causing a blizzard to chase offenders away.","13","420","ice|bug","","zeraora","False","False","False","75","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/frosmoth.gif","https://projectpokemon.org/images/shiny-sprite/frosmoth.gif"
"stonjourner","874","Once a year, on a specific date and at a specific
time, they gather out of nowhere and form up in
a circle.","25","5200","rock","","zeraora","False","False","False","60","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/stonjourner.gif","https://projectpokemon.org/images/shiny-sprite/stonjourner.gif"
"eiscue","875","This Pokémon keeps its heat-sensitive head cool
with ice. It fishes for its food, dangling its single
hair into the sea to lure in prey.","14","890","ice","","zeraora","False","False","False","60","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/eiscue.gif","https://projectpokemon.org/images/shiny-sprite/eiscue.gif"
"indeedee","876","Through its horns, it can pick up on the emotions
of creatures around it. Positive emotions are the
source of its strength.","9","280","psychic|normal","","zeraora","False","False","False","30","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/indeedee.gif","https://projectpokemon.org/images/shiny-sprite/indeedee.gif"
"morpeko","877","It carries electrically roasted seeds with it as if
they’re precious treasures. No matter how much
it eats, it always gets hungry again in short order.","3","30","electric|dark","","zeraora","False","False","False","180","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/morpeko.gif","https://projectpokemon.org/images/shiny-sprite/morpeko.gif"
"cufant","878","If a job requires serious strength, this Pokémon
will excel at it. Its copper body tarnishes in the
rain, turning a vibrant green color.","12","1000","steel","","zeraora","False","False","False","190","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/cufant.gif","https://projectpokemon.org/images/shiny-sprite/cufant.gif"
"copperajah","879","These Pokémon live in herds. Their trunks have
incredible grip strength, strong enough to crush
giant rocks into powder.","30","6500","steel","","zeraora","False","False","False","90","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/copperajah.gif","https://projectpokemon.org/images/shiny-sprite/copperajah.gif"
"dracozolt","880","The powerful muscles in its tail generate its
electricity. Compared to its lower body,
its upper half is entirely too small.","18","1900","electric|dragon","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/dracozolt.gif","https://projectpokemon.org/images/shiny-sprite/dracozolt.gif"
"arctozolt","881","This Pokémon lived on prehistoric seashores and
was able to preserve food with the ice on its
body. It went extinct because it moved so slowly.","23","1500","electric|ice","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/arctozolt.gif","https://projectpokemon.org/images/shiny-sprite/arctozolt.gif"
"dracovish","882","Its mighty legs are capable of running at
speeds exceeding 40 mph, but this Pokémon
can’t breathe unless it’s underwater.","23","2150","water|dragon","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/dracovish.gif","https://projectpokemon.org/images/shiny-sprite/dracovish.gif"
"arctovish","883","The skin on its face is impervious to attack, but
breathing difficulties made this Pokémon go
extinct anyway.","20","1750","water|ice","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/arctovish.gif","https://projectpokemon.org/images/shiny-sprite/arctovish.gif"
"duraludon","884","The special metal that composes its body is very
light, so this Pokémon has considerable agility.
It lives in caves because it dislikes the rain.","18","400","steel|dragon","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/duraludon.gif","https://projectpokemon.org/images/shiny-sprite/duraludon.gif"
"dreepy","885","If this weak Pokémon is by itself, a mere child
could defeat it. But if Dreepy has friends to help
it train, it can evolve and become much stronger.","5","20","dragon|ghost","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/dreepy.gif","https://projectpokemon.org/images/shiny-sprite/dreepy.gif"
"drakloak","886","Without a Dreepy to place on its head and
care for, it gets so uneasy it’ll try to substitute
any Pokémon it finds for the missing Dreepy.","14","110","dragon|ghost","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/drakloak.gif","https://projectpokemon.org/images/shiny-sprite/drakloak.gif"
"dragapult","887","Apparently the Dreepy inside Dragapult’s
horns eagerly look forward to being launched out
at Mach speeds.","30","500","dragon|ghost","","zeraora","False","False","False","45","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/dragapult.gif","https://projectpokemon.org/images/shiny-sprite/dragapult.gif"
"zacian","888","This Pokémon has slumbered for many years.
Some say it’s Zamazenta’s elder sister—others
say the two Pokémon are rivals.","28","1100","fairy","","zeraora","True","False","False","10","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/zacian.gif","https://projectpokemon.org/images/shiny-sprite/zacian.gif"
"zamazenta","889","This Pokémon slept for aeons while in the form of
a statue. It was asleep for so long, people forgot
that it ever existed.","29","2100","fighting","","zeraora","True","False","False","10","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/zamazenta.gif","https://projectpokemon.org/images/shiny-sprite/zamazenta.gif"
"eternatus","890","It was inside a meteorite that fell 20,000 years
ago. There seems to be a connection between
this Pokémon and the Dynamax phenomenon.","200","9500","poison|dragon","","zeraora","True","False","False","255","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/eternatus.gif","https://projectpokemon.org/images/shiny-sprite/eternatus.gif"
"kubfu","891","If Kubfu pulls the long white hair on its head,
its fighting spirit heightens and power wells up
from the depths of its belly.","6","120","fighting","","zeraora","True","False","False","3","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/kubfu.gif","https://projectpokemon.org/images/shiny-sprite/kubfu.gif"
"urshifu","892","This form of Urshifu is a strong believer in
defeating foes by raining many blows down on
them. Its strikes are nonstop, flowing like a river.","19","1050","fighting|dark","","zeraora","True","False","False","3","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/urshifu.gif","https://projectpokemon.org/images/shiny-sprite/urshifu.gif"
"zarude","893","This Zarude’s special strength stems from its love
and care for an orphaned human child that the
Pokémon has raised since the child’s infancy.","18","700","dark|grass","","zeraora","False","True","False","3","NULL","generation-viii","https://projectpokemon.org/images/normal-sprite/zarude.gif","https://projectpokemon.org/images/shiny-sprite/zarude.gif"
"deoxys-attack","10001","Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest.","17","608","psychic","pressure","deoxys","False","True","False","3","rare","generation-iii","https://projectpokemon.org/images/normal-sprite/deoxys-attack.gif","https://projectpokemon.org/images/shiny-sprite/deoxys-attack.gif"
"deoxys-defense","10002","Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest.","17","608","psychic","pressure","deoxys","False","True","False","3","rare","generation-iii","https://projectpokemon.org/images/normal-sprite/deoxys-defense.gif","https://projectpokemon.org/images/shiny-sprite/deoxys-defense.gif"
"deoxys-speed","10003","Deoxys emerged from a virus that came from space. It is highly
intelligent and wields psychokinetic powers. This Pokémon
shoots lasers from the crystalline organ on its chest.","17","608","psychic","pressure","deoxys","False","True","False","3","rare","generation-iii","https://projectpokemon.org/images/normal-sprite/deoxys-speed.gif","https://projectpokemon.org/images/shiny-sprite/deoxys-speed.gif"
"wormadam-sandy","10004","When Burmy evolved, its cloak became a part of
this Pokémon’s body. The cloak is never shed.","5","65","bug|ground","anticipation|overcoat","burmy|wormadam","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/wormadam-sandy.gif","https://projectpokemon.org/images/shiny-sprite/wormadam-sandy.gif"
"wormadam-trash","10005","When Burmy evolved, its cloak became a part of
this Pokémon’s body. The cloak is never shed.","5","65","bug|steel","anticipation|overcoat","burmy|wormadam","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/wormadam-trash.gif","https://projectpokemon.org/images/shiny-sprite/wormadam-trash.gif"
"shaymin-sky","10006","The blooming of Gracidea flowers confers the
power of flight upon it. Feelings of gratitude are
the message it delivers.","4","52","grass|flying","serene-grace","shaymin","False","True","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/shaymin-sky.gif","https://projectpokemon.org/images/shiny-sprite/shaymin-sky.gif"
"giratina-origin","10007","It was banished for its violence. It silently gazed
upon the old world from the Distortion World.","69","6500","ghost|dragon","levitate","giratina","True","False","False","3","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/giratina-origin.gif","https://projectpokemon.org/images/shiny-sprite/giratina-origin.gif"
"rotom-heat","10008","With a body made of plasma, it can inhabit all
sorts of machines. It loves to surprise others.","3","3","electric|fire","levitate","rotom","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/rotom-heat.gif","https://projectpokemon.org/images/shiny-sprite/rotom-heat.gif"
"rotom-wash","10009","With a body made of plasma, it can inhabit all
sorts of machines. It loves to surprise others.","3","3","electric|water","levitate","rotom","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/rotom-wash.gif","https://projectpokemon.org/images/shiny-sprite/rotom-wash.gif"
"rotom-frost","10010","With a body made of plasma, it can inhabit all
sorts of machines. It loves to surprise others.","3","3","electric|ice","levitate","rotom","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/rotom-frost.gif","https://projectpokemon.org/images/shiny-sprite/rotom-frost.gif"
"rotom-fan","10011","With a body made of plasma, it can inhabit all
sorts of machines. It loves to surprise others.","3","3","electric|flying","levitate","rotom","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/rotom-fan.gif","https://projectpokemon.org/images/shiny-sprite/rotom-fan.gif"
"rotom-mow","10012","With a body made of plasma, it can inhabit all
sorts of machines. It loves to surprise others.","3","3","electric|grass","levitate","rotom","False","False","False","45","NULL","generation-iv","https://projectpokemon.org/images/normal-sprite/rotom-mow.gif","https://projectpokemon.org/images/shiny-sprite/rotom-mow.gif"
"castform-sunny","10013","Its form changes depending on the weather.
The rougher conditions get, the rougher
Castform’s disposition!","3","8","fire","forecast","castform","False","False","False","45","grassland","generation-iii","https://projectpokemon.org/images/normal-sprite/castform-sunny.gif","https://projectpokemon.org/images/shiny-sprite/castform-sunny.gif"
"castform-rainy","10014","Its form changes depending on the weather.
The rougher conditions get, the rougher
Castform’s disposition!","3","8","water","forecast","castform","False","False","False","45","grassland","generation-iii","https://projectpokemon.org/images/normal-sprite/castform-rainy.gif","https://projectpokemon.org/images/shiny-sprite/castform-rainy.gif"
"castform-snowy","10015","Its form changes depending on the weather.
The rougher conditions get, the rougher
Castform’s disposition!","3","8","ice","forecast","castform","False","False","False","45","grassland","generation-iii","https://projectpokemon.org/images/normal-sprite/castform-snowy.gif","https://projectpokemon.org/images/shiny-sprite/castform-snowy.gif"
"basculin-blue-striped","10016","Known for their violence, these Pokémon
have the most fights with schools of red-
striped Basculin.","10","180","water","rock-head|adaptability|mold-breaker","basculin","False","False","False","25","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/basculin-blue-striped.gif","https://projectpokemon.org/images/shiny-sprite/basculin-blue-striped.gif"
"darmanitan-zen","10017","When wounded, it stops moving. It goes as
still as stone to meditate, sharpening its mind
and spirit.","13","929","fire|psychic","sheer-force|zen-mode","darumaka|darmanitan","False","False","False","60","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/darmanitan-zen.gif","https://projectpokemon.org/images/shiny-sprite/darmanitan-zen.gif"
"meloetta-pirouette","10018","Its melodies are sung with a special vocalization
method that can control the feelings of those who
hear it.","6","65","normal|fighting","serene-grace","meloetta","False","True","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/meloetta-pirouette.gif","https://projectpokemon.org/images/shiny-sprite/meloetta-pirouette.gif"
"tornadus-therian","10019","Tornadus expels massive energy from its tail,
causing severe storms. Its power is great enough
to blow houses away.","14","630","flying","regenerator","tornadus","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/tornadus-therian.gif","https://projectpokemon.org/images/shiny-sprite/tornadus-therian.gif"
"thundurus-therian","10020","As it flies around, it shoots lightning all over
the place and causes forest fires. It is
therefore disliked.","30","610","electric|flying","volt-absorb","thundurus","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/thundurus-therian.gif","https://projectpokemon.org/images/shiny-sprite/thundurus-therian.gif"
"landorus-therian","10021","From the forces of lightning and wind, it creates
energy to give nutrients to the soil and make the
land abundant.","13","680","ground|flying","intimidate","landorus","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/landorus-therian.gif","https://projectpokemon.org/images/shiny-sprite/landorus-therian.gif"
"kyurem-black","10022","The sameness of Zekrom’s and Kyurem’s genes
allowed Kyurem to absorb Zekrom. Kyurem can
now use the power of both electricity and ice.","33","3250","dragon|ice","teravolt","kyurem","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/kyurem-black.gif","https://projectpokemon.org/images/shiny-sprite/kyurem-black.gif"
"kyurem-white","10023","The sameness of Zekrom’s and Kyurem’s genes
allowed Kyurem to absorb Zekrom. Kyurem can
now use the power of both electricity and ice.","36","3250","dragon|ice","turboblaze","kyurem","True","False","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/kyurem-white.gif","https://projectpokemon.org/images/shiny-sprite/kyurem-white.gif"
"keldeo-resolute","10024","When it is resolute, its body fills with power and it
becomes swifter. Its jumps are then too fast
to follow.","14","485","water|fighting","justified","keldeo","False","True","False","3","NULL","generation-v","https://projectpokemon.org/images/normal-sprite/keldeo-resolute.gif","https://projectpokemon.org/images/shiny-sprite/keldeo-resolute.gif"
"meowstic-female","10025","The defensive instinct of the males is strong.
It’s when they’re protecting themselves or their
partners that they unleash their full power.","6","85","psychic","keen-eye|infiltrator|competitive","espurr|meowstic","False","False","False","75","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/meowstic-female.gif","https://projectpokemon.org/images/shiny-sprite/meowstic-female.gif"
"aegislash-blade","10026","Once upon a time, a king with an Aegislash
reigned over the land. His Pokémon eventually
drained him of life, and his kingdom fell with him.","17","530","steel|ghost","stance-change","honedge|doublade|aegislash","False","False","False","45","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/aegislash-blade.gif","https://projectpokemon.org/images/shiny-sprite/aegislash-blade.gif"
"pumpkaboo-small","10027","The light that streams out from the holes in the
pumpkin can hypnotize and control the people
and Pokémon that see it.","3","35","ghost|grass","pickup|frisk|insomnia","pumpkaboo|gourgeist","False","False","False","120","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/pumpkaboo-small.gif","https://projectpokemon.org/images/shiny-sprite/pumpkaboo-small.gif"
"pumpkaboo-large","10028","The light that streams out from the holes in the
pumpkin can hypnotize and control the people
and Pokémon that see it.","5","75","ghost|grass","pickup|frisk|insomnia","pumpkaboo|gourgeist","False","False","False","120","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/pumpkaboo-large.gif","https://projectpokemon.org/images/shiny-sprite/pumpkaboo-large.gif"
"pumpkaboo-super","10029","The light that streams out from the holes in the
pumpkin can hypnotize and control the people
and Pokémon that see it.","8","150","ghost|grass","pickup|frisk|insomnia","pumpkaboo|gourgeist","False","False","False","120","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/pumpkaboo-super.gif","https://projectpokemon.org/images/shiny-sprite/pumpkaboo-super.gif"
"gourgeist-small","10030","In the darkness of a new-moon night, Gourgeist
will come knocking. Whoever answers the door
will be swept off to the afterlife.","7","95","ghost|grass","pickup|frisk|insomnia","pumpkaboo|gourgeist","False","False","False","60","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/gourgeist-small.gif","https://projectpokemon.org/images/shiny-sprite/gourgeist-small.gif"
"gourgeist-large","10031","In the darkness of a new-moon night, Gourgeist
will come knocking. Whoever answers the door
will be swept off to the afterlife.","11","140","ghost|grass","pickup|frisk|insomnia","pumpkaboo|gourgeist","False","False","False","60","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/gourgeist-large.gif","https://projectpokemon.org/images/shiny-sprite/gourgeist-large.gif"
"gourgeist-super","10032","In the darkness of a new-moon night, Gourgeist
will come knocking. Whoever answers the door
will be swept off to the afterlife.","17","390","ghost|grass","pickup|frisk|insomnia","pumpkaboo|gourgeist","False","False","False","60","NULL","generation-vi","https://projectpokemon.org/images/normal-sprite/gourgeist-super.gif","https://projectpokemon.org/images/shiny-sprite/gourgeist-super.gif"
"venusaur-mega","10033","Huge amounts of pollen burst from it with the
force of a volcanic eruption. Breathing in too
much of the pollen can cause fainting.","24","1555","grass|poison","thick-fat","bulbasaur|ivysaur|venusaur","False","False","False","45","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/venusaur-mega.gif","https://projectpokemon.org/images/shiny-sprite/venusaur-mega.gif"
"charizard-mega-x","10034","The flame inside its body burns hotter than
3,600 degrees Fahrenheit. When Charizard
roars, that temperature climbs even higher.","17","1105","fire|dragon","tough-claws","charmander|charmeleon|charizard","False","False","False","45","mountain","generation-i","https://projectpokemon.org/images/normal-sprite/charizard-megax.gif","https://projectpokemon.org/images/shiny-sprite/charizard-megax.gif"
"charizard-mega-y","10035","The flame inside its body burns hotter than
3,600 degrees Fahrenheit. When Charizard
roars, that temperature climbs even higher.","17","1005","fire|flying","drought","charmander|charmeleon|charizard","False","False","False","45","mountain","generation-i","https://projectpokemon.org/images/normal-sprite/charizard-megay.gif","https://projectpokemon.org/images/shiny-sprite/charizard-megay.gif"
"blastoise-mega","10036","Water fired from this Pokémon’s central main
cannon has enough power to blast a hole into
a mountain.","16","1011","water","mega-launcher","squirtle|wartortle|blastoise","False","False","False","45","waters-edge","generation-i","https://projectpokemon.org/images/normal-sprite/blastoise-mega.gif","https://projectpokemon.org/images/shiny-sprite/blastoise-mega.gif"
"alakazam-mega","10037","Alakazam wields potent psychic powers. It’s said
that this Pokémon used these powers to create
the spoons it holds.","12","480","psychic","trace","abra|kadabra|alakazam","False","False","False","50","urban","generation-i","https://projectpokemon.org/images/normal-sprite/alakazam-mega.gif","https://projectpokemon.org/images/shiny-sprite/alakazam-mega.gif"
"gengar-mega","10038","It lays traps, hoping to steal the lives of those it
catches. If you stand in front of its mouth, you’ll
hear your loved ones’ voices calling out to you.","14","405","ghost|poison","shadow-tag","gastly|haunter|gengar","False","False","False","45","cave","generation-i","https://projectpokemon.org/images/normal-sprite/gengar-mega.gif","https://projectpokemon.org/images/shiny-sprite/gengar-mega.gif"
"kangaskhan-mega","10039","There are records of a lost human child being
raised by a childless Kangaskhan.","22","1000","normal","parental-bond","kangaskhan","False","False","False","45","grassland","generation-i","https://projectpokemon.org/images/normal-sprite/kangaskhan-mega.gif","https://projectpokemon.org/images/shiny-sprite/kangaskhan-mega.gif"
"pinsir-mega","10040","This Pokémon clamps its pincers down on its prey
and then either splits the prey in half or flings
it away.","17","590","bug|flying","aerilate","pinsir","False","False","False","45","forest","generation-i","https://projectpokemon.org/images/normal-sprite/pinsir-mega.gif","https://projectpokemon.org/images/shiny-sprite/pinsir-mega.gif"
